vm_id,timestamp,cpu_usage,memory_usage,network_traffic,power_consumption,num_executed_instructions,execution_time,energy_efficiency,task_type,task_priority,task_status
cb52511d-5260-49d5-a3b9-6635e5920ab6,6/27/2023 13:17,12.0196561213168,24.3677010391949,728.897580936619,,4083,,0.714650462266033,network,high,running
8208bb7a-34bc-40cd-800a-43bf5fe23fbe,6/2/2023 16:17,29.6140197522144,34.3276004531811,46.3759611924136,86.8678903447642,1958,19.3433407969302,0.0362060693890772,compute,low,running
7d4c7219-ad83-45a1-bce5-1d86e053eca5,6/15/2023 21:22,11.8727718954244,60.8551778765328,633.116660944762,360.468595238167,9814,92.4937366168771,0.752879401067941,io,low,completed
f28e785d-fd70-447a-9270-be20cd2c4f1a,4/12/2023 18:05,31.7983179393976,91.6630367689721,361.164161773928,166.795276780182,2865,13.6323757442258,,network,,completed
9d0ca4fd-0698-42df-ab43-aba6fcffa85b,6/27/2023 20:24,41.4262994514669,9.42843519057263,206.486435955239,383.058410929423,9583,35.7185731197076,0.514205376861147,compute,high,completed
4cc8fbce-2a82-457b-833a-95ad4e9116df,2/20/2023 9:35,,59.9699370048855,352.210752434725,181.686614797468,,1.32197710167994,0.259439625724044,compute,high,waiting
9415380a-4126-4c49-95ae-5e891bb7e328,6/6/2023 4:31,69.2472119370019,63.5346947893238,,422.846934513905,9215,62.778128315857,0.245375671663969,,low,waiting
f0954f25-66de-44ec-a6d1-364f59d74c28,6/13/2023 8:45,56.6601454206575,,569.91687551422,,,45.7313293963552,0.626364867694915,network,medium,running
d711f1ea-82fa-4b7a-91c7-e357f8b1b43d,7/19/2023 8:50,26.5389490939445,10.0469454073161,880.784080150682,278.062466348509,9268,36.502340312723,0.975413386418695,io,high,waiting
,5/6/2023 6:13,52.3248053466699,59.0527891442826,226.63170975001,393.047162790258,9294,,0.402751973837139,,medium,waiting
,6/8/2023 13:24,9.39405107584416,91.0014601664985,,73.321976182111,8099,76.8300573671532,0.169991049638513,io,low,running
1744d96a-6b16-4931-987c-19dea5bcc617,6/20/2023 9:13,57.5946495556179,17.6379674646171,,138.202915295729,3377,43.9459375930569,0.647667518111978,io,medium,completed
91f99184-827a-4998-b75e-f5312a72f984,5/3/2023 23:49,92.9296197576214,69.8014615459042,26.3093805552856,106.727079584368,7092,,0.197438944562862,compute,low,
7104f16b-1a51-4a04-8378-7f126073e3fb,3/20/2023 15:29,31.8568952451323,10.2942037373311,633.740383234698,308.996638116493,4891,1.73568578499803,0.077737838433926,io,high,running
324f05f0-0e2d-4e89-a9a1-72de579614d3,4/29/2023 3:05,66.7410379963681,74.1843499503936,824.475818560978,455.979224302587,3609,79.2777361831362,0.389649352730507,io,medium,running
fac1cbf0-a7b9-496e-b759-739a7ad91d73,7/1/2023 9:28,13.1797862404392,46.2160888973909,454.781238647073,400.447125597969,4476,70.6562764570298,0.662092535460556,compute,low,waiting
,2/18/2023 21:40,,,157.598206604263,188.243120357204,6269,,0.144485253984573,compute,low,running
4fa3259d-f384-4306-8362-5304e414b782,,28.9406092947201,77.9984497979347,970.291948705535,29.8520228511122,5250,1.30574600254124,0.925744719524768,network,medium,running
ab051dd8-5498-49b1-a106-4af23af35547,3/4/2023 20:25,18.3191362007116,16.1109776264356,529.343006426099,29.8802742325821,7852,96.997858908539,0.973320333688365,compute,low,waiting
33b0701d-1c57-4242-b932-36597ceff7c8,4/9/2023 23:43,,57.5235127218122,122.888537265532,199.251325101204,9469,54.5328125209939,0.100632347558402,network,high,waiting
daf1b231-bbc6-476c-a972-d9d05d06569d,,2.01075461874935,77.0569124508232,176.45980157512,374.890868813769,888,97.5559006641276,0.736476191899493,compute,low,waiting
ddbd9bc0-df49-4c6f-800d-f24e5eae6160,1/27/2023 21:53,82.8940029217363,87.0192306103644,542.55483485861,178.856362343411,25,77.9601962311887,0.519331319641408,io,low,running
0d5544fb-0ef2-4054-8958-71c3a49c8ece,4/3/2023 21:40,0.469547619254706,33.8585316173059,348.80572040834,415.712892928906,711,11.4525672606769,0.323153963074036,compute,,completed
b22a846d-4870-4900-b9d2-5a6966ac120a,4/23/2023 14:30,67.781653679623,4.28976300475993,31.7978556972488,22.9740445599056,8884,,0.572390557167795,network,high,running
83db5e2c-9d19-4329-b368-bb41ec34d74a,,27.0007973192164,98.4790263646146,528.919315514701,140.679538529685,,,0.0959623641180886,io,medium,waiting
65c8b2ae-5008-4c1c-82de-f17f82ad4b9e,2/21/2023 7:56,73.5194022122595,65.0269805364964,289.905207170862,282.581204956795,1638,62.4072222144687,0.157119057928789,network,high,running
8349c556-df26-4058-b074-7cf306df723c,3/17/2023 17:28,96.2188545117438,1.55458791367228,933.8841454953,,,14.4444174450179,0.116570534311859,compute,medium,completed
57f1377e-0fb3-424b-ab60-a0dd2a26050d,1/10/2023 11:22,24.8753143519958,69.9846312423899,668.823780543155,346.472355296751,6927,10.6141605098676,0.651735048303362,io,high,completed
3ccda746-edc8-4644-8708-ed5670f49c68,3/9/2023 6:11,57.6157334417836,20.0249821390373,611.542102044663,43.3485263005149,3892,63.7163835752116,0.473653757569903,network,high,waiting
6fd26e50-2c6e-433a-92b7-58ff30d3e7c2,5/20/2023 9:56,59.2041931271839,69.4335931453721,969.842108617733,351.921810726782,7690,76.4477540640366,0.482483975243548,network,low,waiting
550dac41-1370-45b2-8e28-38c28d79df75,5/24/2023 14:26,57.2251905790873,29.8034782439648,499.065295418803,123.743789791776,,87.0413542209482,,network,medium,running
7661db27-d45b-4f8c-ac4f-f98698981b92,3/24/2023 10:20,22.3081632640618,13.8506126851506,963.00655023256,80.8895503134925,5551,74.3365214149377,0.768117827656031,io,high,waiting
3c7a103c-03a6-4a34-bdb7-8fc075b51210,4/6/2023 13:46,95.2749011516985,92.8638530870364,61.105915013664,335.57830191546,4567,78.7427093359984,0.97841118816546,compute,low,running
b3b85134-a6a6-4e72-9ea2-3acbb9142b84,1/14/2023 22:18,44.7125378617627,11.4538081388739,617.043847472487,286.916373228981,4582,63.659490717143,0.95944090127689,io,high,completed
d60bbb59-6b2f-4ea2-9145-ccc60bf52bba,1/30/2023 0:00,84.6408672471127,33.0877392770708,994.937862443675,447.198748292168,4661,3.40512427409781,0.057022900252268,io,medium,waiting
a229e4b0-29b7-412d-aa77-be34aa97b8b3,6/18/2023 23:43,69.9479275317504,10.3862389312893,20.9091897060148,416.524774098485,8737,8.57535662367677,,network,low,completed
4fc36b60-4cfd-476b-82d2-0fff137dba40,4/19/2023 4:02,29.7436950855133,14.7377815453275,189.147434718058,384.575433549806,7825,53.4552357226432,0.201224204397447,compute,high,
d2a73316-0d1a-4ddc-810b-6e9889d89ccb,2/20/2023 12:34,81.3797819702477,48.9695731131351,,337.153046057596,2112,61.076446205424,0.183908663329163,network,low,completed
2cf93117-2c7d-4d4f-813e-47337611f7cf,,39.6505740846984,28.3425796032943,10.4964623967449,,2073,,0.0657529043723207,compute,,waiting
cd0e5dad-a59d-421c-8fec-06840aa429f1,3/3/2023 14:01,88.1103197111161,88.4990005846617,,164.049536141082,869,69.5609189003735,,compute,low,waiting
f59cc790-d256-42d9-b3ab-83fdd84ff21b,3/17/2023 21:30,58.1272872635858,71.7951048163443,699.529217514726,,6073,95.3598457831121,0.0371961799526554,network,medium,waiting
743af8b6-89e3-49f7-beae-bc2588b9875e,3/5/2023 1:48,88.1735361854852,9.6452702141738,,,583,91.2587693591889,,io,high,completed
4ca61f91-06d6-4455-9058-aabbf915fcc1,,69.2531590077765,46.4380278598868,767.012430101901,2.68708608559559,5280,86.7607775427363,0.129533390552173,io,low,completed
204be5e8-539c-40bd-b922-3bbdd42f2a04,4/23/2023 15:52,72.525427981964,4.99869834274998,374.398850771641,492.551593924525,9399,9.05553904884168,0.670913188373428,compute,high,waiting
95de1818-a228-49a9-8669-1630fd2ce84b,6/21/2023 10:49,50.1324381926702,72.149374594101,642.066284008163,493.764499807136,5229,24.9472807536986,0.885732316824066,compute,,completed
,3/2/2023 23:12,95.6083634723224,44.0402795513947,237.044960730828,105.239793683262,7322,87.4481601584092,0.357461568680119,io,low,
e815f934-58cf-4d89-8764-14048bae3dfa,6/27/2023 7:45,64.3990199229637,19.0417779012495,382.441525700608,100.750151704063,4607,45.7449887049207,0.458405852205929,io,low,waiting
041d6322-85d9-4901-b303-009f62ec2c8f,6/26/2023 21:52,42.3855048558179,,677.512563411228,,8758,,0.609961272772969,io,,running
b5f85cdf-db21-47bc-b48d-928b1418c96b,4/14/2023 9:14,60.6393214127924,,159.727939801399,270.153244668235,8749,57.8348402818413,0.320152878053289,network,medium,running
413a5a96-a794-484b-9a2e-41e15493742c,1/27/2023 23:04,1.91931983093335,89.6023718420428,653.398910388874,1.10549796285303,90,34.0734453678126,0.0929478078068067,io,low,running
,,30.1574816674549,75.7393792154604,100.539365279384,22.2624212173347,,25.8932957932457,0.126406546096645,,high,
7b428d17-6dbc-4ae7-a169-abe73e2f4d93,6/28/2023 23:41,66.0173537492685,15.3512808966253,169.279290778467,151.395978144626,6837,7.79083208423445,0.0484169241663093,network,medium,waiting
,5/19/2023 3:43,,,389.637722106306,456.315458992916,3746,81.4070929863083,0.906906569277837,compute,low,waiting
aaf886fd-412d-4358-af1a-84235db1a7d2,4/29/2023 20:58,61.8015428998841,58.4860470209438,448.186734677102,449.358971058844,5477,21.8855749826992,0.68273604740118,compute,low,completed
2547bb77-11f5-4408-ba5c-b72fec717e9f,5/24/2023 6:16,42.8768700945766,2.30039159494693,840.742898445295,,9354,17.8647084850316,0.0373325666124866,compute,low,completed
bf3edfaa-7355-4c48-9767-a495e78742aa,,13.547406422245,61.4584168037879,348.949407203821,77.1523089807644,7866,60.0955736562521,0.726021806287702,,,completed
09bb4b7e-9aec-49d1-b18d-5e2a822470d5,1/18/2023 16:50,29.828232595603,35.4791401024609,335.636969022755,88.2990247460396,2683,39.3218690889342,0.956374421652883,io,medium,completed
,6/3/2023 21:47,56.9964910701264,22.7743118716701,942.256267242366,413.592313253055,9040,77.4841597977165,0.7796791681436,,low,running
c4577c79-bebc-4666-a239-e5021241a2f5,3/28/2023 13:42,,59.8648822269132,391.037388521745,313.791867266923,7490,66.4129493889519,0.581435281763556,io,low,waiting
e8531f56-82ee-418b-8806-8326b294772f,4/7/2023 23:49,57.4325248849578,26.4505916582158,336.928989571794,232.787810743903,,23.079134806701,0.918349654091245,compute,low,completed
bb496d9f-c483-4124-a648-b4d6b312d2a2,2/12/2023 15:15,65.3200819857133,35.7709912019111,492.852044088122,344.17722998153,8121,98.0178519111151,0.971888009858223,network,high,running
8f681a9f-77a0-4ede-aa05-e7bcd693012a,5/8/2023 11:59,65.2103270001688,36.5738280649425,710.871890632615,,1340,,0.382661060463379,compute,,waiting
54ba5ae5-7278-4863-95b0-ef2fae45b6c6,3/14/2023 19:28,43.1418435433973,,370.85190071303,174.251637068097,7647,32.5402780375214,0.151161731199474,compute,medium,waiting
aa8d21e7-3703-4a27-bd87-1da022033080,3/29/2023 23:08,89.6546595851063,97.0832376162783,,25.6762133551922,5752,,0.922168354071757,io,low,running
6417be25-0de9-4da7-9d78-d33448e9f460,4/28/2023 2:02,36.7561870047896,87.8989057542369,184.756697530092,331.2705726927,7572,61.1343505943755,0.698705438085961,network,low,waiting
b6834ce7-9075-4079-9353-aa83fab793e7,4/12/2023 2:00,43.5864925265626,23.5398452253451,,405.265208174899,5420,,0.247936111113084,io,low,running
ab9c471d-245d-4648-af69-3c639587a332,6/29/2023 5:57,89.1923355015672,8.27967377108552,840.900974429827,,8466,54.3950266741299,0.821459564025742,io,low,completed
854af429-fb7e-43e2-b2b5-f4edd1f844c0,6/2/2023 17:14,80.6193989046085,84.4389551452904,582.671353901331,109.50642040604,4554,40.8545917133548,0.339812698350812,compute,,completed
79a90349-3cc8-4780-a0aa-2dc8076653ad,,70.3888583540366,50.0159212637036,860.537464645376,423.530712671993,4805,64.8175815521083,0.127148413244505,,medium,completed
8e5250b5-da5b-403d-b2b5-42a90dcbac76,1/12/2023 23:56,10.0226887312301,59.4389738284019,,225.44893772571,,53.1363132707579,,io,low,completed
e6c72cb3-960c-4926-8597-758b68fb887a,2/23/2023 19:14,91.9482613744673,31.6366727354018,974.813074158276,413.593067808345,7002,29.1023494210961,0.427960824939782,io,high,
a4a50947-3ad1-466e-83fb-f19842bc7e32,6/7/2023 12:52,71.4241299549111,98.1560363902356,,390.441984227839,8559,54.2731417991998,0.383443220391795,compute,low,running
,5/23/2023 22:46,,89.6596824308768,45.9034008936155,223.445559946287,,70.2338952375487,0.924362251316616,compute,medium,completed
,5/10/2023 4:01,14.9448304657993,8.21175047274598,,316.302817002986,3781,45.0307636616392,0.097589166880911,io,medium,completed
bd2336f9-a9c2-4e1f-a456-8aab33fd585f,6/6/2023 23:00,86.8126057368214,18.4950852020249,88.9044342311906,280.068827770605,9433,98.4338282527516,0.8750317930202,io,medium,running
75e7e528-7ab2-445f-a2ae-0b2984346a53,3/27/2023 10:04,,,743.660613591308,345.673875869341,4587,78.6864787861942,0.357294822115004,compute,high,waiting
f716ae43-337e-455a-a500-5501cf74509a,6/11/2023 10:14,61.5559564283844,77.0928511991858,377.834093461542,25.186098547937,9118,,0.190772863611652,io,medium,running
2c949558-ca6a-4f71-a61d-1084a8a06120,2/9/2023 10:35,12.3819982849441,36.4717656854713,,175.925976742085,787,23.413006811541,0.0411608837338525,io,,completed
2c6f8200-5455-426b-818e-ba865dcd79a8,6/28/2023 20:53,84.8008229322234,40.3050335570685,315.955316393415,121.334316910746,,19.702134620826,0.615368478849322,,low,completed
675e02d3-2709-4612-9b8b-c49ce8cf96ad,,80.731895872501,21.5513225864824,638.615669890162,435.199002116985,1373,48.5981672751243,0.728485088738488,compute,medium,running
347be138-07ab-4cc3-9030-f422d10db789,7/8/2023 5:08,56.9100738614593,,68.1300591157976,55.3615835831243,,82.5987725239008,0.372243545566765,compute,,completed
,6/21/2023 19:23,40.7183297225999,95.5876894166335,742.820701199703,204.826379146366,2178,85.7397968570663,0.183161077052082,network,low,completed
,4/22/2023 5:05,6.9166995455138,89.0193926185475,244.196715653329,483.122040424976,7127,46.5505379668606,0.417888345355109,io,high,completed
c7b461b3-f8c7-49a5-b0ec-c5de4b2159f0,,69.7428773144563,32.3210569947142,661.083819631338,,8199,19.7855718670503,0.621099629267972,network,medium,completed
838c0d7e-0d7c-4b97-9333-991c59da7334,3/14/2023 11:57,45.3542682678068,73.8973274542535,920.083547493588,194.12531049623,23,78.8033043858881,0.910723156356256,network,high,completed
