timestamp,cpu_usage,memory_usage,network_traffic,power_consumption,num_executed_instructions,execution_time,energy_efficiency,disk_usage,bytes_sent_per_s,bytes_recv_per_s,swap_usage_pct
2026-05-27T03:01:15.808924+00:00,6.4,9.2,0,78.8,617,0.01,0.6957,18.9,0,0,0.0
2026-05-27T03:01:25.810122+00:00,6.7,9.2,0,80.15,714,0.03,0.7283,18.9,0,0,0.0
2026-05-27T03:01:35.811317+00:00,6.4,9.2,0,78.8,603,0.03,0.6957,18.9,0,0,0.0
2026-05-27T03:01:45.812649+00:00,6.5,9.2,0,79.25,617,0.02,0.7065,18.9,0,0,0.0
2026-05-27T03:01:55.813889+00:00,6.9,9.3,0,81.05,604,0.03,0.7419,18.9,0,0,0.0
2026-05-27T03:02:05.815162+00:00,6.6,9.1,0,79.7,615,0.03,0.7253,18.9,0,0,0.0
2026-05-27T03:02:15.816416+00:00,6.9,9.2,0,81.05,742,0.02,0.75,18.9,0,0,0.0
2026-05-27T03:02:25.817808+00:00,7.2,9.3,0,82.4,754,0.03,0.7742,18.9,0,0,0.0
2026-05-27T03:02:35.819185+00:00,6.5,9.1,0,79.25,2822,0.5,0.7143,18.9,0,0,0.0
2026-05-27T03:02:45.820691+00:00,4.6,9.1,8875,70.7,2361,0.61,0.5055,18.9,4258,4617,0.0
2026-05-27T03:02:55.822113+00:00,4.1,9.3,8875,68.45,780,0.02,0.4409,18.9,4258,4617,0.0
2026-05-27T03:03:05.823330+00:00,6.6,9.3,8941,79.7,756,0.04,0.7097,18.9,4324,4617,0.0
2026-05-27T03:03:15.824449+00:00,6.6,9.1,8875,79.7,810,0.03,0.7253,18.9,4258,4617,0.0
2026-05-27T03:03:25.825692+00:00,6.9,9.0,8875,81.05,1028,0.04,0.7667,18.9,4258,4617,0.0
2026-05-27T03:03:35.827087+00:00,6.7,9.0,8870,80.15,749,0.05,0.7444,18.9,4256,4614,0.0
2026-05-27T03:03:45.828367+00:00,6.7,9.2,0,80.15,868,0.03,0.7283,18.9,0,0,0.0
2026-05-27T03:03:55.829693+00:00,6.8,9.2,0,80.6,643,0.03,0.7391,18.9,0,0,0.0
2026-05-27T03:04:05.831125+00:00,6.7,9.3,0,80.15,640,0.03,0.7204,18.9,0,0,0.0
2026-05-27T03:04:15.832533+00:00,6.7,9.4,0,80.15,825,0.06,0.7128,18.9,0,0,0.0
2026-05-27T03:04:25.833783+00:00,6.7,9.2,0,80.15,912,0.03,0.7283,18.9,0,0,0.0
2026-05-27T03:04:35.834958+00:00,6.6,9.2,0,79.7,2632,0.81,0.7174,18.9,0,0,0.0
2026-05-27T03:04:45.836320+00:00,2.8,9.2,0,62.6,2274,0.27,0.3043,18.9,0,0,0.0
2026-05-27T03:04:55.837567+00:00,5.5,9.3,0,74.75,635,0.03,0.5914,18.9,0,0,0.0
2026-05-27T03:05:05.838936+00:00,6.6,9.3,0,79.7,624,0.03,0.7097,18.9,0,0,0.0
2026-05-27T03:05:15.840215+00:00,6.6,9.3,0,79.7,600,0.02,0.7097,18.9,0,0,0.0
2026-05-27T03:05:25.841342+00:00,6.9,9.3,0,81.05,740,0.03,0.7419,18.9,0,0,0.0
2026-05-27T03:05:35.842529+00:00,6.5,9.3,0,79.25,646,0.02,0.6989,18.9,0,0,0.0
2026-05-27T03:05:45.843796+00:00,6.5,9.3,0,79.25,632,0.02,0.6989,18.9,0,0,0.0
2026-05-27T03:05:55.845115+00:00,6.4,9.3,0,78.8,740,0.03,0.6882,18.9,0,0,0.0
2026-05-27T03:06:05.846314+00:00,6.5,9.3,0,79.25,629,0.02,0.6989,18.9,0,0,0.0
2026-05-27T03:06:15.847580+00:00,6.5,9.3,0,79.25,624,0.04,0.6989,18.9,0,0,0.0
2026-05-27T03:06:25.848769+00:00,6.6,9.3,0,79.7,1097,0.08,0.7097,18.9,0,0,0.0
2026-05-27T03:06:35.850073+00:00,6.6,9.3,0,79.7,4345,1.01,0.7097,18.9,0,0,0.0
2026-05-27T03:06:45.851418+00:00,1.8,9.3,0,58.1,1151,0.05,0.1935,18.9,0,0,0.0
2026-05-27T03:06:55.852643+00:00,6.4,9.3,0,78.8,641,0.03,0.6882,18.9,0,0,0.0
2026-05-27T03:07:05.853956+00:00,6.6,9.3,0,79.7,655,0.02,0.7097,18.9,0,0,0.0
2026-05-27T03:07:15.855300+00:00,6.7,9.3,0,80.15,713,0.03,0.7204,18.9,0,0,0.0
2026-05-27T03:07:25.856500+00:00,6.6,9.3,0,79.7,735,0.02,0.7097,18.9,0,0,0.0
2026-05-27T03:07:35.857768+00:00,6.3,9.3,0,78.35,648,0.02,0.6774,18.9,0,0,0.0
2026-05-27T03:07:45.859260+00:00,6.4,9.3,0,78.8,675,0.03,0.6882,18.9,0,0,0.0
2026-05-27T03:07:55.860512+00:00,6.4,9.3,0,78.8,607,0.01,0.6882,18.9,0,0,0.0
2026-05-27T03:08:05.861766+00:00,6.2,9.2,0,77.9,610,0.03,0.6739,18.9,0,0,0.0
2026-05-27T03:08:15.863029+00:00,6.3,9.3,0,78.35,639,0.02,0.6774,18.9,0,0,0.0
2026-05-27T03:08:25.864238+00:00,6.7,9.3,0,80.15,2234,0.28,0.7204,18.9,0,0,0.0
2026-05-27T03:08:35.865560+00:00,5.6,9.3,0,75.2,3270,0.82,0.6022,18.9,0,0,0.0
2026-05-27T03:08:45.866770+00:00,2.4,9.3,0,60.8,771,0.03,0.2581,18.9,0,0,0.0
2026-05-27T03:08:55.868081+00:00,6.7,9.3,0,80.15,756,0.03,0.7204,18.9,0,0,0.0
2026-05-27T03:09:05.869276+00:00,6.4,9.1,0,78.8,623,0.03,0.7033,18.9,0,0,0.0
2026-05-27T03:09:15.870520+00:00,6.4,9.3,0,78.8,655,0.03,0.6882,18.9,0,0,0.0
2026-05-27T03:09:25.871736+00:00,6.8,9.3,0,80.6,661,0.02,0.7312,18.9,0,0,0.0
2026-05-27T03:09:35.873021+00:00,6.3,9.3,0,78.35,658,0.02,0.6774,18.9,0,0,0.0
2026-05-27T03:09:45.874183+00:00,6.5,9.2,0,79.25,673,0.03,0.7065,18.9,0,0,0.0
2026-05-27T03:09:55.875318+00:00,6.6,9.2,0,79.7,723,0.03,0.7174,18.9,0,0,0.0
2026-05-27T03:10:05.876510+00:00,6.5,9.2,0,79.25,648,0.03,0.7065,18.9,0,0,0.0
2026-05-27T03:10:15.877785+00:00,6.5,9.1,0,79.25,784,0.02,0.7143,18.9,0,0,0.0
2026-05-27T03:10:25.879138+00:00,6.9,9.3,0,81.05,2804,0.5,0.7419,18.9,0,0,0.0
2026-05-27T03:10:35.880489+00:00,4.7,9.1,0,71.15,2207,0.62,0.5165,18.9,0,0,0.0
2026-05-27T03:10:45.881729+00:00,3.4,9.3,0,65.3,613,0.02,0.3656,18.9,0,0,0.0
2026-05-27T03:10:55.882982+00:00,6.4,9.3,0,78.8,546,0.03,0.6882,18.9,0,0,0.0
2026-05-27T03:11:05.884192+00:00,6.3,9.3,0,78.35,501,0.03,0.6774,18.9,0,0,0.0
2026-05-27T03:11:15.885316+00:00,6.1,9.1,0,77.45,491,0.03,0.6703,18.9,0,0,0.0
2026-05-27T03:11:25.886331+00:00,6.4,9.3,0,78.8,595,0.02,0.6882,18.9,0,0,0.0
2026-05-27T03:11:35.887618+00:00,6.2,9.1,0,77.9,515,0.02,0.6813,18.9,0,0,0.0
2026-05-27T03:11:45.888732+00:00,6.4,9.3,0,78.8,553,0.03,0.6882,18.9,0,0,0.0
2026-05-27T03:11:55.889956+00:00,6.4,9.3,16100,78.8,984,0.04,0.6882,18.9,9772,6328,0.0
2026-05-27T03:12:05.891134+00:00,6.3,9.3,132,78.35,511,0.03,0.6774,18.9,66,66,0.0
2026-05-27T03:12:15.892300+00:00,6.3,9.3,0,78.35,514,0.03,0.6774,18.9,0,0,0.0
2026-05-27T03:12:25.893462+00:00,6.5,9.3,16227,79.25,3051,0.63,0.6989,18.9,9836,6391,0.0
2026-05-27T03:12:35.894728+00:00,4.0,9.3,132,68.0,2118,0.5,0.4301,18.9,66,66,0.0
2026-05-27T03:12:45.896154+00:00,4.0,9.0,0,68.0,509,0.03,0.4444,18.9,0,0,0.0
2026-05-27T03:12:55.897331+00:00,6.3,9.0,16222,78.35,992,0.04,0.7,18.9,9834,6388,0.0
2026-05-27T03:13:05.898491+00:00,6.3,9.2,132,78.35,508,0.02,0.6848,18.9,66,66,0.0
2026-05-27T03:13:15.899596+00:00,6.4,9.2,0,78.8,508,0.03,0.6957,18.9,0,0,0.0
2026-05-27T03:13:25.901176+00:00,6.5,9.3,16100,79.25,1107,0.05,0.6989,18.9,9772,6328,0.0
2026-05-27T03:13:35.902479+00:00,6.2,9.1,132,77.9,490,0.02,0.6813,18.9,66,66,0.0
2026-05-27T03:13:45.903682+00:00,6.3,9.2,0,78.35,545,0.02,0.6848,18.9,0,0,0.0
2026-05-27T03:13:55.904715+00:00,6.5,9.2,16115,79.25,1058,0.04,0.7065,18.9,9793,6322,0.0
2026-05-27T03:14:05.906099+00:00,6.5,9.0,132,79.25,512,0.02,0.7222,18.9,66,66,0.0
2026-05-27T03:14:15.907339+00:00,6.9,9.2,0,81.05,515,0.04,0.75,18.9,0,0,0.0
2026-05-27T03:14:25.908644+00:00,7.1,9.2,16121,81.95,3415,1.0,0.7717,18.9,9796,6325,0.0
2026-05-27T03:14:35.909802+00:00,2.0,9.1,0,59.0,2054,0.12,0.2198,18.9,0,0,0.0
2026-05-27T03:14:45.911148+00:00,5.9,9.2,0,76.55,613,0.01,0.6413,18.9,0,0,0.0
2026-05-27T03:14:55.912416+00:00,6.6,9.2,16126,79.7,992,0.04,0.7174,18.9,9798,6328,0.0
2026-05-27T03:15:05.913748+00:00,6.2,9.2,0,77.9,510,0.03,0.6739,18.9,0,0,0.0
2026-05-27T03:15:15.915063+00:00,6.3,9.2,0,78.35,508,0.02,0.6848,18.9,0,0,0.0
2026-05-27T03:15:25.916347+00:00,6.7,9.2,16254,80.15,1168,0.06,0.7283,18.9,9863,6391,0.0
2026-05-27T03:15:35.917651+00:00,6.3,9.3,0,78.35,525,0.02,0.6774,18.9,0,0,0.0
2026-05-27T03:15:45.918975+00:00,6.3,9.2,0,78.35,534,0.03,0.6848,18.9,0,0,0.0
2026-05-27T03:15:55.920090+00:00,6.3,9.2,16146,78.35,939,0.05,0.6848,18.9,9821,6325,0.0
2026-05-27T03:16:05.921344+00:00,6.2,9.2,0,77.9,500,0.02,0.6739,18.9,0,0,0.0
2026-05-27T03:16:15.923216+00:00,6.4,9.0,0,78.8,1874,0.25,0.7111,18.9,0,0,0.0
2026-05-27T03:16:25.924475+00:00,5.6,9.3,0,75.2,3252,0.86,0.6022,18.9,0,0,0.0
2026-05-27T03:16:35.925784+00:00,2.5,9.3,0,61.25,496,0.02,0.2688,18.9,0,0,0.0
2026-05-27T03:16:45.927054+00:00,6.1,9.2,0,77.45,512,0.02,0.663,18.9,0,0,0.0
2026-05-27T03:16:55.928293+00:00,6.2,9.2,0,77.9,517,0.03,0.6739,18.9,0,0,0.0
2026-05-27T03:17:05.929606+00:00,6.3,9.2,0,78.35,497,0.02,0.6848,18.9,0,0,0.0
2026-05-27T03:17:15.930973+00:00,6.2,9.2,0,77.9,495,0.02,0.6739,18.9,0,0,0.0
2026-05-27T03:17:25.932155+00:00,6.4,9.2,0,78.8,550,0.02,0.6957,18.9,0,0,0.0
2026-05-27T03:17:35.933318+00:00,6.5,9.2,0,79.25,501,0.02,0.7065,18.9,0,0,0.0
2026-05-27T03:17:45.934637+00:00,6.2,9.3,0,77.9,524,0.02,0.6667,18.9,0,0,0.0
2026-05-27T03:17:55.935972+00:00,6.4,9.2,0,78.8,519,0.02,0.6957,18.9,0,0,0.0
2026-05-27T03:18:05.937206+00:00,6.5,9.2,0,79.25,533,0.03,0.7065,18.9,0,0,0.0
2026-05-27T03:18:15.938480+00:00,6.3,9.3,0,78.35,2579,0.47,0.6774,18.9,0,0,0.0
2026-05-27T03:18:25.939712+00:00,4.5,9.3,0,70.25,2459,0.64,0.4839,18.9,0,0,0.0
2026-05-27T03:18:35.941823+00:00,3.4,9.1,0,65.3,523,0.03,0.3736,18.9,0,0,0.0
2026-05-27T03:18:45.943104+00:00,6.2,9.3,0,77.9,513,0.02,0.6667,18.9,0,0,0.0
2026-05-27T03:18:55.944417+00:00,6.2,9.3,0,77.9,511,0.01,0.6667,18.9,0,0,0.0
2026-05-27T03:19:05.945645+00:00,6.5,9.2,0,79.25,514,0.03,0.7065,18.9,0,0,0.0
2026-05-27T03:19:15.947003+00:00,6.3,9.2,0,78.35,516,0.02,0.6848,18.9,0,0,0.0
2026-05-27T03:19:25.948311+00:00,6.4,9.2,0,78.8,673,0.03,0.6957,18.9,0,0,0.0
2026-05-27T03:19:35.949434+00:00,6.4,9.1,0,78.8,479,0.02,0.7033,18.9,0,0,0.0
2026-05-27T03:19:45.950609+00:00,6.2,9.2,0,77.9,549,0.03,0.6739,18.9,0,0,0.0
2026-05-27T03:19:55.951711+00:00,6.5,9.2,0,79.25,535,0.03,0.7065,18.9,0,0,0.0
2026-05-27T03:20:05.953042+00:00,6.5,9.2,0,79.25,523,0.02,0.7065,18.9,0,0,0.0
2026-05-27T03:20:15.954311+00:00,6.5,9.2,0,79.25,2455,0.66,0.7065,18.9,0,0,0.0
2026-05-27T03:20:25.955648+00:00,3.6,9.2,0,66.2,2486,0.45,0.3913,18.9,0,0,0.0
2026-05-27T03:20:35.957050+00:00,4.5,9.3,0,70.25,666,0.02,0.4839,18.9,0,0,0.0
2026-05-27T03:20:45.958327+00:00,6.5,9.2,0,79.25,600,0.02,0.7065,18.9,0,0,0.0
2026-05-27T03:20:55.959556+00:00,6.5,9.2,0,79.25,547,0.03,0.7065,18.9,0,0,0.0
2026-05-27T03:21:05.960774+00:00,6.4,9.1,0,78.8,546,0.02,0.7033,18.9,0,0,0.0
2026-05-27T03:21:15.962012+00:00,6.3,9.2,8870,78.35,659,0.02,0.6848,18.9,4256,4614,0.0
2026-05-27T03:21:25.963275+00:00,6.3,9.2,8870,78.35,842,0.04,0.6848,18.9,4256,4614,0.0
2026-05-27T03:21:35.964400+00:00,6.7,9.1,8870,80.15,822,0.03,0.7363,18.9,4256,4614,0.0
2026-05-27T03:21:45.965450+00:00,6.5,9.2,8875,79.25,681,0.03,0.7065,18.9,4258,4617,0.0
2026-05-27T03:21:55.966588+00:00,6.4,9.1,8870,78.8,640,0.03,0.7033,18.9,4256,4614,0.0
2026-05-27T03:22:05.967882+00:00,6.4,9.2,8870,78.8,573,0.02,0.6957,18.9,4256,4614,0.0
2026-05-27T03:22:15.969199+00:00,6.2,9.3,8870,77.9,2787,0.84,0.6667,18.9,4256,4614,0.0
2026-05-27T03:22:25.971271+00:00,2.6,9.1,8875,61.7,2203,0.26,0.2857,18.9,4324,4551,0.0
2026-05-27T03:22:35.972651+00:00,5.4,9.2,0,74.3,503,0.03,0.587,18.9,0,0,0.0
2026-05-27T03:22:45.974137+00:00,6.4,9.2,0,78.8,510,0.02,0.6957,18.9,0,0,0.0
2026-05-27T03:22:55.975379+00:00,6.3,9.3,0,78.35,523,0.03,0.6774,18.9,0,0,0.0
2026-05-27T03:23:05.976615+00:00,6.1,9.2,0,77.45,517,0.02,0.663,18.9,0,0,0.0
2026-05-27T03:23:15.977890+00:00,6.3,9.1,0,78.35,519,0.03,0.6923,18.9,0,0,0.0
2026-05-27T03:23:25.979178+00:00,6.5,9.0,0,79.25,583,0.04,0.7222,18.9,0,0,0.0
2026-05-27T03:23:35.980361+00:00,6.6,9.2,0,79.7,513,0.02,0.7174,18.9,0,0,0.0
2026-05-27T03:23:45.981545+00:00,6.5,9.0,0,79.25,542,0.03,0.7222,18.9,0,0,0.0
2026-05-27T03:23:55.982754+00:00,6.2,9.3,0,77.9,500,0.02,0.6667,18.9,0,0,0.0
2026-05-27T03:24:05.984057+00:00,6.3,9.3,0,78.35,955,0.09,0.6774,18.9,0,0,0.0
2026-05-27T03:24:15.985188+00:00,6.2,9.2,0,77.9,4075,0.99,0.6739,18.9,0,0,0.0
2026-05-27T03:24:25.986655+00:00,1.7,9.2,0,57.65,1020,0.07,0.1848,18.9,0,0,0.0
2026-05-27T03:24:35.988192+00:00,6.3,9.3,0,78.35,512,0.01,0.6774,18.9,0,0,0.0
2026-05-27T03:24:45.989466+00:00,6.4,9.2,0,78.8,509,0.02,0.6957,18.9,0,0,0.0
2026-05-27T03:24:55.990621+00:00,6.4,9.2,0,78.8,517,0.03,0.6957,18.9,0,0,0.0
2026-05-27T03:25:05.991992+00:00,6.6,9.2,0,79.7,530,0.03,0.7174,18.9,0,0,0.0
2026-05-27T03:25:15.993351+00:00,6.4,9.0,0,78.8,514,0.02,0.7111,18.9,0,0,0.0
2026-05-27T03:25:25.994711+00:00,6.5,9.2,0,79.25,737,0.03,0.7065,18.9,0,0,0.0
2026-05-27T03:25:35.996070+00:00,7.0,9.2,0,81.5,517,0.03,0.7609,18.9,0,0,0.0
2026-05-27T03:25:45.997353+00:00,6.3,9.3,0,78.35,534,0.03,0.6774,18.9,0,0,0.0
2026-05-27T03:25:55.998652+00:00,6.4,9.3,0,78.8,518,0.02,0.6882,18.9,0,0,0.0
2026-05-27T03:26:06.000089+00:00,6.5,9.0,0,79.25,2452,0.4,0.7222,18.9,0,0,0.0
2026-05-27T03:26:16.001437+00:00,4.7,9.2,0,71.15,2569,0.7,0.5109,18.9,0,0,0.0
2026-05-27T03:26:26.002814+00:00,2.8,9.2,0,62.6,664,0.02,0.3043,18.9,0,0,0.0
2026-05-27T03:26:36.004143+00:00,6.4,9.1,0,78.8,517,0.03,0.7033,18.9,0,0,0.0
2026-05-27T03:26:46.005343+00:00,6.0,9.3,0,77.0,632,0.02,0.6452,18.9,0,0,0.0
2026-05-27T03:26:56.006632+00:00,6.3,9.3,0,78.35,514,0.03,0.6774,18.9,0,0,0.0
2026-05-27T03:27:06.007826+00:00,6.3,9.2,0,78.35,508,0.02,0.6848,18.9,0,0,0.0
2026-05-27T03:27:16.009226+00:00,6.3,9.2,0,78.35,509,0.03,0.6848,18.9,0,0,0.0
2026-05-27T03:27:26.010440+00:00,6.2,9.2,0,77.9,735,0.04,0.6739,18.9,0,0,0.0
2026-05-27T03:27:36.011726+00:00,6.4,9.1,0,78.8,499,0.03,0.7033,18.9,0,0,0.0
2026-05-27T03:27:46.013100+00:00,6.0,9.3,0,77.0,530,0.03,0.6452,18.9,0,0,0.0
2026-05-27T03:27:56.014402+00:00,6.1,9.0,0,77.45,519,0.02,0.6778,18.9,0,0,0.0
2026-05-27T03:28:06.015688+00:00,6.3,9.1,0,78.35,2301,0.39,0.6923,18.9,0,0,0.0
2026-05-27T03:28:16.016937+00:00,5.0,9.2,0,72.5,2744,0.73,0.5435,18.9,0,0,0.0
2026-05-27T03:28:26.018204+00:00,2.8,9.2,0,62.6,708,0.04,0.3043,18.9,0,0,0.0
2026-05-27T03:28:36.019334+00:00,6.4,9.1,0,78.8,464,0.01,0.7033,18.9,0,0,0.0
2026-05-27T03:28:46.020556+00:00,6.1,9.2,0,77.45,540,0.02,0.663,18.9,0,0,0.0
2026-05-27T03:28:56.021708+00:00,6.3,9.2,0,78.35,514,0.01,0.6848,18.9,0,0,0.0
2026-05-27T03:29:06.022923+00:00,6.4,9.3,0,78.8,516,0.03,0.6882,18.9,0,0,0.0
2026-05-27T03:29:16.024199+00:00,6.1,9.2,208,77.45,517,0.03,0.663,18.9,104,104,0.0
2026-05-27T03:29:26.025528+00:00,6.4,9.0,0,78.8,770,0.04,0.7111,18.9,0,0,0.0
2026-05-27T03:29:36.026766+00:00,6.2,9.2,84,77.9,630,0.02,0.6739,18.9,42,42,0.0
2026-05-27T03:29:46.028113+00:00,6.0,9.2,340,77.0,672,0.02,0.6522,18.9,170,170,0.0
2026-05-27T03:29:56.029336+00:00,6.1,9.2,0,77.45,488,0.03,0.663,18.9,0,0,0.0
2026-05-27T03:30:06.030595+00:00,6.2,9.3,0,77.9,2443,0.38,0.6667,18.9,0,0,0.0
2026-05-27T03:30:16.031906+00:00,4.8,9.2,340,71.6,2654,0.72,0.5217,18.9,170,170,0.0
2026-05-27T03:30:26.033260+00:00,2.6,9.2,0,61.7,702,0.03,0.2826,18.9,0,0,0.0
2026-05-27T03:30:36.034551+00:00,6.4,9.3,84,78.8,643,0.01,0.6882,18.9,42,42,0.0
2026-05-27T03:30:46.035769+00:00,6.2,9.2,340,77.9,637,0.03,0.6739,18.9,170,170,0.0
2026-05-27T03:30:56.037218+00:00,6.0,9.0,0,77.0,508,0.03,0.6667,18.9,0,0,0.0
2026-05-27T03:31:06.038559+00:00,6.4,9.2,0,78.8,509,0.03,0.6957,18.9,0,0,0.0
2026-05-27T03:31:16.039800+00:00,6.1,9.0,340,77.45,515,0.01,0.6778,18.9,170,170,0.0
2026-05-27T03:31:26.041131+00:00,6.4,9.2,0,78.8,713,0.04,0.6957,18.9,0,0,0.0
2026-05-27T03:31:36.042300+00:00,6.2,9.2,84,77.9,509,0.03,0.6739,18.9,42,42,0.0
2026-05-27T03:31:46.043487+00:00,6.4,9.2,0,78.8,529,0.03,0.6957,18.9,0,0,0.0
2026-05-27T03:31:56.044833+00:00,6.2,9.2,0,77.9,495,0.02,0.6739,18.9,0,0,0.0
2026-05-27T03:32:06.046185+00:00,6.3,9.2,0,78.35,2401,0.47,0.6848,18.9,0,0,0.0
2026-05-27T03:32:16.047536+00:00,4.6,9.3,0,70.7,2188,0.63,0.4946,18.9,0,0,0.0
2026-05-27T03:32:26.048793+00:00,3.4,9.3,208,65.3,719,0.05,0.3656,18.9,104,104,0.0
2026-05-27T03:32:36.050135+00:00,6.2,9.2,0,77.9,634,0.03,0.6739,18.9,0,0,0.0
2026-05-27T03:32:46.051518+00:00,6.4,9.1,0,78.8,487,0.03,0.7033,18.9,0,0,0.0
2026-05-27T03:32:56.052890+00:00,6.2,9.0,0,77.9,528,0.03,0.6889,18.9,0,0,0.0
2026-05-27T03:33:06.054010+00:00,6.2,9.2,0,77.9,517,0.03,0.6739,18.9,0,0,0.0
2026-05-27T03:33:16.055176+00:00,6.3,9.1,0,78.35,465,0.03,0.6923,18.9,0,0,0.0
2026-05-27T03:33:26.056251+00:00,6.3,9.3,0,78.35,743,0.04,0.6774,18.9,0,0,0.0
2026-05-27T03:33:36.057321+00:00,6.4,9.3,0,78.8,631,0.02,0.6882,18.9,0,0,0.0
2026-05-27T03:33:46.058542+00:00,6.5,9.2,0,79.25,523,0.02,0.7065,18.9,0,0,0.0
2026-05-27T03:33:56.059836+00:00,6.1,9.2,0,77.45,520,0.02,0.663,18.9,0,0,0.0
2026-05-27T03:34:06.061046+00:00,6.1,9.3,0,77.45,2425,0.51,0.6559,18.9,0,0,0.0
2026-05-27T03:34:16.062225+00:00,4.1,9.3,0,68.45,2129,0.59,0.4409,18.9,0,0,0.0
2026-05-27T03:34:26.063485+00:00,3.2,9.0,0,64.4,768,0.03,0.3556,18.9,0,0,0.0
2026-05-27T03:34:36.064613+00:00,6.0,9.2,0,77.0,560,0.02,0.6522,18.9,0,0,0.0
2026-05-27T03:34:46.065730+00:00,6.3,9.3,0,78.35,509,0.02,0.6774,18.9,0,0,0.0
2026-05-27T03:34:56.066948+00:00,6.2,9.1,8005,77.9,643,0.04,0.6813,18.9,3741,4264,0.0
2026-05-27T03:35:06.068150+00:00,6.4,9.2,0,78.8,513,0.03,0.6957,18.9,0,0,0.0
2026-05-27T03:35:16.069346+00:00,6.1,9.2,0,77.45,461,0.01,0.663,18.9,0,0,0.0
2026-05-27T03:35:26.070555+00:00,6.2,9.1,0,77.9,828,0.04,0.6813,18.9,0,0,0.0
2026-05-27T03:35:36.071754+00:00,6.2,9.3,0,77.9,663,0.03,0.6667,18.9,0,0,0.0
2026-05-27T03:35:46.073024+00:00,6.3,9.1,0,78.35,533,0.02,0.6923,18.9,0,0,0.0
2026-05-27T03:35:56.074165+00:00,6.1,9.0,0,77.45,546,0.03,0.6778,18.9,0,0,0.0
